Article ID,Article ID (DB id),Article name (rollup),Author name,Author country,Author faculty,Full university information,raw text,Author country 2,Author faculty 2,Full faculty information 2,Author faculty 3,Full faculty 3,Faculty 4,full infor 4
41,WOS:001302798700001 (https://www.notion.so/WOS-001302798700001-1200ee199b1d81718cdbd738ba4d6cc8?pvs=21),Quantifying credit portfolio sensitivity toasset correlations with interpretablegenerative neural networks,Sergio Caprioli,Italy,Statistics and Corporate Strategies and and Information Technologies and Risk Management,"Intesa Sanpaolo S.P.A., Milano MI - 20121, Italy","Sergio Caprioli1,∗,†
, Emanuele Cagliero2,†
and Riccardo Crupi2,†
1
Intesa Sanpaolo S.P.A., Milano MI - 20121, Italy
2
Intesa Sanpaolo S.P.A., Torino TO - 10138, Italy",,,,,,,
41,WOS:001302798700001 (https://www.notion.so/WOS-001302798700001-1200ee199b1d81718cdbd738ba4d6cc8?pvs=21),Quantifying credit portfolio sensitivity toasset correlations with interpretablegenerative neural networks,Emanuele Cagliero,Italy,Operational Risks Internal Validation department and validation of quantitative models for financial institutions,"Intesa Sanpaolo S.P.A., Torino TO - 10138, Italy","Sergio Caprioli1,∗,†
, Emanuele Cagliero2,†
and Riccardo Crupi2,†
1
Intesa Sanpaolo S.P.A., Milano MI - 20121, Italy
2
Intesa Sanpaolo S.P.A., Torino TO - 10138, Italy",,,,,,,
41,WOS:001302798700001 (https://www.notion.so/WOS-001302798700001-1200ee199b1d81718cdbd738ba4d6cc8?pvs=21),Quantifying credit portfolio sensitivity toasset correlations with interpretablegenerative neural networks,Riccardo Crupi,Italy,Data Science & AI,"Intesa Sanpaolo S.P.A., Torino TO - 10138, Italy","Sergio Caprioli1,∗,†
, Emanuele Cagliero2,†
and Riccardo Crupi2,†
1
Intesa Sanpaolo S.P.A., Milano MI - 20121, Italy
2
Intesa Sanpaolo S.P.A., Torino TO - 10138, Italy",,,,,,,
42,WOS:000574481400002 (https://www.notion.so/WOS-000574481400002-1200ee199b1d816c8cb3da2774ecf0a0?pvs=21),Enhancing profit from stock transactions using neural networks,Ahana Roy Choudhury,USA,Department of Computer Science,"Department of Computer Science, Florida State University, FL, USA","Ahana Roy Choudhury ∗, Soheila Abrishami, Michael Turek and Piyush Kumar
Department of Computer Science, Florida State University, FL, USA",,,,,,,
42,WOS:000574481400002 (https://www.notion.so/WOS-000574481400002-1200ee199b1d816c8cb3da2774ecf0a0?pvs=21),Enhancing profit from stock transactions using neural networks,Soheila Abrishami,USA,Department of Computer Science,"Department of Computer Science, Florida State University, FL, USA","Ahana Roy Choudhury ∗, Soheila Abrishami, Michael Turek and Piyush Kumar
Department of Computer Science, Florida State University, FL, USA",,,,,,,
42,WOS:000574481400002 (https://www.notion.so/WOS-000574481400002-1200ee199b1d816c8cb3da2774ecf0a0?pvs=21),Enhancing profit from stock transactions using neural networks,Michael Turek,USA,Department of Computer Science,"Department of Computer Science, Florida State University, FL, USA","Ahana Roy Choudhury ∗, Soheila Abrishami, Michael Turek and Piyush Kumar
Department of Computer Science, Florida State University, FL, USA",,,,,,,
42,WOS:000574481400002 (https://www.notion.so/WOS-000574481400002-1200ee199b1d816c8cb3da2774ecf0a0?pvs=21),Enhancing profit from stock transactions using neural networks,Piyush Kumar,USA,Department of Computer Science,"Department of Computer Science, Florida State University, FL, USA","Ahana Roy Choudhury ∗, Soheila Abrishami, Michael Turek and Piyush Kumar
Department of Computer Science, Florida State University, FL, USA",,,,,,,
43,10.1371/journal.pone.0308488 (https://www.notion.so/10-1371-journal-pone-0308488-1200ee199b1d8164be9ec35be7c5f702?pvs=21),Period-aggregated transformer for learning latent seasonalities in long-horizon financial time series,Zhenyang Tang,China,Southwestern University of Finance and Economics,"Southwestern University of Finance and Economics, Chengdu, China","Zhenyang TangID*, Jinshui Huang, Denisa Rinprasertmeechai
Southwestern University of Finance and Economics, Chengdu, China",,,,,,,
43,10.1371/journal.pone.0308488 (https://www.notion.so/10-1371-journal-pone-0308488-1200ee199b1d8164be9ec35be7c5f702?pvs=21),Period-aggregated transformer for learning latent seasonalities in long-horizon financial time series,Jinshui Huang,China,Southwestern University of Finance and Economics,"Southwestern University of Finance and Economics, Chengdu, China","Zhenyang TangID*, Jinshui Huang, Denisa Rinprasertmeechai
Southwestern University of Finance and Economics, Chengdu, China",,,,,,,
43,10.1371/journal.pone.0308488 (https://www.notion.so/10-1371-journal-pone-0308488-1200ee199b1d8164be9ec35be7c5f702?pvs=21),Period-aggregated transformer for learning latent seasonalities in long-horizon financial time series,Denisa Rinprasertmeechai,China,Southwestern University of Finance and Economics,"Southwestern University of Finance and Economics, Chengdu, China","Zhenyang TangID*, Jinshui Huang, Denisa Rinprasertmeechai
Southwestern University of Finance and Economics, Chengdu, China",,,,,,,
44,WOS:000336054200005 (https://www.notion.so/WOS-000336054200005-1200ee199b1d811abad4d2fa521f9daa?pvs=21),Gaussian Process-Mixture Conditional Heteroscedasticity,Emmanouil A. Platanios,USA,Department of Machine Learning,"Department of Machine Learning,
Carnegie Mellon University, Pittsburgh, PA 15213 USA","Emmanouil A. Platanios is with the Department of Machine Learning,
Carnegie Mellon University, Pittsburgh, PA 15213 USA.
E-mail: mailto:e.a.platanios@gmail.com.
• Sotirios P. Chatzis is with the Department of Electrical Engineering,
Computer Engineering, and Informatics, Cyprus University of
Technology, Limassol 3036, Cyprus. E-mail: mailto:soteri0s@me.com.",,,,,,,
44,WOS:000336054200005 (https://www.notion.so/WOS-000336054200005-1200ee199b1d811abad4d2fa521f9daa?pvs=21),Gaussian Process-Mixture Conditional Heteroscedasticity,Sotirios P. Chatzis,Cyprus,"Department of Electrical Engineering,
Computer Engineering, and Informatics"," Department of Electrical Engineering,
Computer Engineering, and Informatics, Cyprus University of
Technology, Limassol 3036, Cyprus. E-mail: mailto:soteri0s@me.com.","Emmanouil A. Platanios is with the Department of Machine Learning,
Carnegie Mellon University, Pittsburgh, PA 15213 USA.
E-mail: mailto:e.a.platanios@gmail.com.
• Sotirios P. Chatzis is with the Department of Electrical Engineering,
Computer Engineering, and Informatics, Cyprus University of
Technology, Limassol 3036, Cyprus. E-mail: mailto:soteri0s@me.com.",,,,,,,
45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083301 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-10083301-1200ee199b1d81c3baa4f84f11b7ac47?pvs=21),Portfolio Selection via Graph-Aware Gaussian Processes With Generalized Gaussian Likelihood,Naiqi Li,China,Data science and information technology,"Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China","Naiqi Li, Zhikang Xia, Yiming Li, and Ercan E. Kuruo ˘glu are with
the Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China (e-mail: mailto:linaiqi.thu@gmail.com; mailto:xzk19@mails.tsinghua.edu.cn;
mailto:li-ym18@mails.tsinghua.edu.cn; mailto:kuruoglu@sz.tsinghua.edu.cn).
Yong Jiang and Shu-Tao Xia are with the Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China, and also with the
Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China (e-mail: mailto:jiangy@sz.tsinghua.edu.cn; mailto:xiast@sz.tsinghua.edu.cn).
Digital Object Identifier 10.1109/TAI.2023.3262456",,,,,,,
45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083301 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-10083301-1200ee199b1d81c3baa4f84f11b7ac47?pvs=21),Portfolio Selection via Graph-Aware Gaussian Processes With Generalized Gaussian Likelihood,Zhikang Xia,China,Computer Science and Technology,"Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China","Naiqi Li, Zhikang Xia, Yiming Li, and Ercan E. Kuruo ˘glu are with
the Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China (e-mail: mailto:linaiqi.thu@gmail.com; mailto:xzk19@mails.tsinghua.edu.cn;
mailto:li-ym18@mails.tsinghua.edu.cn; mailto:kuruoglu@sz.tsinghua.edu.cn).
Yong Jiang and Shu-Tao Xia are with the Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China, and also with the
Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China (e-mail: mailto:jiangy@sz.tsinghua.edu.cn; mailto:xiast@sz.tsinghua.edu.cn).
Digital Object Identifier 10.1109/TAI.2023.3262456",,,,,,,
45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083301 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-10083301-1200ee199b1d81c3baa4f84f11b7ac47?pvs=21),Portfolio Selection via Graph-Aware Gaussian Processes With Generalized Gaussian Likelihood,Yiming Li,China,"Computer Science and Technology and security ","Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China","Naiqi Li, Zhikang Xia, Yiming Li, and Ercan E. Kuruo ˘glu are with
the Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China (e-mail: mailto:linaiqi.thu@gmail.com; mailto:xzk19@mails.tsinghua.edu.cn;
mailto:li-ym18@mails.tsinghua.edu.cn; mailto:kuruoglu@sz.tsinghua.edu.cn).
Yong Jiang and Shu-Tao Xia are with the Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China, and also with the
Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China (e-mail: mailto:jiangy@sz.tsinghua.edu.cn; mailto:xiast@sz.tsinghua.edu.cn).
Digital Object Identifier 10.1109/TAI.2023.3262456",,,,,,,
45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083301 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-10083301-1200ee199b1d81c3baa4f84f11b7ac47?pvs=21),Portfolio Selection via Graph-Aware Gaussian Processes With Generalized Gaussian Likelihood,Ercan E. Kuruo ˘glu,China,"Data/Information Science, Machine Learning","Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China","Naiqi Li, Zhikang Xia, Yiming Li, and Ercan E. Kuruo ˘glu are with
the Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China (e-mail: mailto:linaiqi.thu@gmail.com; mailto:xzk19@mails.tsinghua.edu.cn;
mailto:li-ym18@mails.tsinghua.edu.cn; mailto:kuruoglu@sz.tsinghua.edu.cn).
Yong Jiang and Shu-Tao Xia are with the Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China, and also with the
Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China (e-mail: mailto:jiangy@sz.tsinghua.edu.cn; mailto:xiast@sz.tsinghua.edu.cn).
Digital Object Identifier 10.1109/TAI.2023.3262456",,,,,,,
45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083301 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-10083301-1200ee199b1d81c3baa4f84f11b7ac47?pvs=21),Portfolio Selection via Graph-Aware Gaussian Processes With Generalized Gaussian Likelihood,"Yong Jiang ",China,Computer Science and Technology,"Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China","Naiqi Li, Zhikang Xia, Yiming Li, and Ercan E. Kuruo ˘glu are with
the Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China (e-mail: mailto:linaiqi.thu@gmail.com; mailto:xzk19@mails.tsinghua.edu.cn;
mailto:li-ym18@mails.tsinghua.edu.cn; mailto:kuruoglu@sz.tsinghua.edu.cn).
Yong Jiang and Shu-Tao Xia are with the Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China, and also with the
Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China (e-mail: mailto:jiangy@sz.tsinghua.edu.cn; mailto:xiast@sz.tsinghua.edu.cn).
Digital Object Identifier 10.1109/TAI.2023.3262456",,Research Center of Artificial Intelligence,"Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China",,,,
45,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083301 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-10083301-1200ee199b1d81c3baa4f84f11b7ac47?pvs=21),Portfolio Selection via Graph-Aware Gaussian Processes With Generalized Gaussian Likelihood,Shu-Tao Xia,China,Institute of Computer Science and Technology,"Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China","Naiqi Li, Zhikang Xia, Yiming Li, and Ercan E. Kuruo ˘glu are with
the Shenzhen International Graduate School, Tsinghua University, Shenzhen
518055, China (e-mail: mailto:linaiqi.thu@gmail.com; mailto:xzk19@mails.tsinghua.edu.cn;
mailto:li-ym18@mails.tsinghua.edu.cn; mailto:kuruoglu@sz.tsinghua.edu.cn).
Yong Jiang and Shu-Tao Xia are with the Shenzhen International Graduate School, Tsinghua University, Shenzhen 518055, China, and also with the
Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China (e-mail: mailto:jiangy@sz.tsinghua.edu.cn; mailto:xiast@sz.tsinghua.edu.cn).
Digital Object Identifier 10.1109/TAI.2023.3262456",,Research Center of Artificial Intelligence,"Research Center of Artificial Intelligence, Peng Cheng Laboratory, Shenzhen
518066, China",,,,
46,WOS:001246495900002 (https://www.notion.so/WOS-001246495900002-1130ee199b1d817ab8f6de72969b703e?pvs=21),Forecasting VIX using Bayesian deep learning,Héctor J. Hortúa,Colombia,Departamento de Matemáticas,"Grupo Signos, Departamento de Matemáticas, Universidad El
Bosque, Bogotá 11001, Colombia","Andrés Mora-Valencia
mailto:a.mora262@uniandes.edu.co
Héctor J. Hortúa
mailto:hhortuao@unbosque.edu.co
1 Grupo Signos, Departamento de Matemáticas, Universidad El
Bosque, Bogotá 11001, Colombia
2 Maestría en Estadística Aplicada y Ciencia de Datos,
Universidad El Bosque, Bogotá 11001, Colombia
3 School of Management, Universidad de los Andes, Calle 21 #
1-20, Bogotá 111711, Colombia
",,,,,,,
46,WOS:001246495900002 (https://www.notion.so/WOS-001246495900002-1130ee199b1d817ab8f6de72969b703e?pvs=21),Forecasting VIX using Bayesian deep learning,Andrés Mora-Valencia,Colombia,School of Management,"School of Management, Universidad de los Andes, Calle 21 #
1-20, Bogotá 111711, Colombia
","Andrés Mora-Valencia
mailto:a.mora262@uniandes.edu.co
Héctor J. Hortúa
mailto:hhortuao@unbosque.edu.co
1 Grupo Signos, Departamento de Matemáticas, Universidad El
Bosque, Bogotá 11001, Colombia
2 Maestría en Estadística Aplicada y Ciencia de Datos,
Universidad El Bosque, Bogotá 11001, Colombia
3 School of Management, Universidad de los Andes, Calle 21 #
1-20, Bogotá 111711, Colombia
",,Applied Statistics and Data Science,"Maestría en Estadística Aplicada y Ciencia de Datos,
Universidad El Bosque, Bogotá 11001, Colombia",,,,
47,WOS:000891788100011 (https://www.notion.so/WOS-000891788100011-1130ee199b1d81638b77f8ed59ca52f4?pvs=21),Volatility index prediction based on a hybrid deep learning system with multi-objective optimization and mode decomposition,Chaonan Tian,China,"Business, Finance and Economics"," Zhengzhou Business University, Zhengzhou 451200, China b","Chaonan Tian a
, Tong Niu b,*
, Wei Wei b
a Zhengzhou Business University, Zhengzhou 451200, China b Center for Energy, Environment & Economy Research, School of Management, Zhengzhou University, Zhengzhou 450001, China",,,,,,,
47,WOS:000891788100011 (https://www.notion.so/WOS-000891788100011-1130ee199b1d81638b77f8ed59ca52f4?pvs=21),Volatility index prediction based on a hybrid deep learning system with multi-objective optimization and mode decomposition,Tong Niu,China," Environment & Economy Research","Center for Energy, Environment & Economy Research, School of Management, Zhengzhou University, Zhengzhou 450001, China","Chaonan Tian a
, Tong Niu b,*
, Wei Wei b
a Zhengzhou Business University, Zhengzhou 451200, China b Center for Energy, Environment & Economy Research, School of Management, Zhengzhou University, Zhengzhou 450001, China",,,,,,,
47,WOS:000891788100011 (https://www.notion.so/WOS-000891788100011-1130ee199b1d81638b77f8ed59ca52f4?pvs=21),Volatility index prediction based on a hybrid deep learning system with multi-objective optimization and mode decomposition,Wei Wei,China," Environment & Economy Research","Center for Energy, Environment & Economy Research, School of Management, Zhengzhou University, Zhengzhou 450001, China","Chaonan Tian a
, Tong Niu b,*
, Wei Wei b
a Zhengzhou Business University, Zhengzhou 451200, China b Center for Energy, Environment & Economy Research, School of Management, Zhengzhou University, Zhengzhou 450001, China",,,,,,,
48,WOS:000444498300002 (https://www.notion.so/WOS-000444498300002-1130ee199b1d812b92d0c81ffbf7b5b8?pvs=21),"Machine learning for quantitative finance: fast derivative pricing, hedging and fitting",JAN DE SPIEGELEER,Belgium,Risk Concile,"Risk Concile, B-3001 Leuven, Kapeldreef 60, Belgium","JAN DE SPIEGELEER†, DILIP B. MADAN ‡, SOFIE REYNERS§ and WIM SCHOUTENS*§
†Risk Concile, B-3001 Leuven, Kapeldreef 60, Belgium
‡Robert H. Smith School of Business University of Maryland College Park, MD. 20742 College Park, MD, USA
§Department of Mathematics, University of Leuven, Celestijnenlaan 200B, B-3001 Leuven, Belgium",,,,,,,
48,WOS:000444498300002 (https://www.notion.so/WOS-000444498300002-1130ee199b1d812b92d0c81ffbf7b5b8?pvs=21),"Machine learning for quantitative finance: fast derivative pricing, hedging and fitting",DILIP B. MADAN,USA,School of Business,"Robert H. Smith School of Business University of Maryland College Park, MD. 20742 College Park, MD, USA","JAN DE SPIEGELEER†, DILIP B. MADAN ‡, SOFIE REYNERS§ and WIM SCHOUTENS*§
†Risk Concile, B-3001 Leuven, Kapeldreef 60, Belgium
‡Robert H. Smith School of Business University of Maryland College Park, MD. 20742 College Park, MD, USA
§Department of Mathematics, University of Leuven, Celestijnenlaan 200B, B-3001 Leuven, Belgium",,,,,,,
48,WOS:000444498300002 (https://www.notion.so/WOS-000444498300002-1130ee199b1d812b92d0c81ffbf7b5b8?pvs=21),"Machine learning for quantitative finance: fast derivative pricing, hedging and fitting"," SOFIE REYNERS",Belgium,Department of Mathematics,"Department of Mathematics, University of Leuven, Celestijnenlaan 200B, B-3001 Leuven, Belgium","JAN DE SPIEGELEER†, DILIP B. MADAN ‡, SOFIE REYNERS§ and WIM SCHOUTENS*§
†Risk Concile, B-3001 Leuven, Kapeldreef 60, Belgium
‡Robert H. Smith School of Business University of Maryland College Park, MD. 20742 College Park, MD, USA
§Department of Mathematics, University of Leuven, Celestijnenlaan 200B, B-3001 Leuven, Belgium",,,,,,,
48,WOS:000444498300002 (https://www.notion.so/WOS-000444498300002-1130ee199b1d812b92d0c81ffbf7b5b8?pvs=21),"Machine learning for quantitative finance: fast derivative pricing, hedging and fitting",WIM SCHOUTENS,Belgium,Department of Mathematics,"Department of Mathematics, University of Leuven, Celestijnenlaan 200B, B-3001 Leuven, Belgium","JAN DE SPIEGELEER†, DILIP B. MADAN ‡, SOFIE REYNERS§ and WIM SCHOUTENS*§
†Risk Concile, B-3001 Leuven, Kapeldreef 60, Belgium
‡Robert H. Smith School of Business University of Maryland College Park, MD. 20742 College Park, MD, USA
§Department of Mathematics, University of Leuven, Celestijnenlaan 200B, B-3001 Leuven, Belgium",,,,,,,
49,WOS:000456228800001 (https://www.notion.so/WOS-000456228800001-1130ee199b1d81388991c7d24524c74c?pvs=21),High-order Hidden Markov Model for trend prediction in financial time series,Mengqi Zhang,China," Beijing Advanced Innovation Center for Big Data and Brain Computing","Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China","Mengqi Zhang a,b
, Xin Jiang a,b,∗
, Zehua Fang b
, Yue Zeng b
, Ke Xu a,c
a Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China
b
LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China
c
School of Computer Science and Engineering, Beihang University, 100191, Beijing, China
",,LMIB & School of Mathematics and Systems Science,"
LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China",,,,
49,WOS:000456228800001 (https://www.notion.so/WOS-000456228800001-1130ee199b1d81388991c7d24524c74c?pvs=21),High-order Hidden Markov Model for trend prediction in financial time series," Xin Jiang",China," Beijing Advanced Innovation Center for Big Data and Brain Computing","Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China","Mengqi Zhang a,b
, Xin Jiang a,b,∗
, Zehua Fang b
, Yue Zeng b
, Ke Xu a,c
a Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China
b
LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China
c
School of Computer Science and Engineering, Beihang University, 100191, Beijing, China
",,,,,,,
49,WOS:000456228800001 (https://www.notion.so/WOS-000456228800001-1130ee199b1d81388991c7d24524c74c?pvs=21),High-order Hidden Markov Model for trend prediction in financial time series,Zehua Fang,China,LMIB & School of Mathematics and Systems Science,"
LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China","Mengqi Zhang a,b
, Xin Jiang a,b,∗
, Zehua Fang b
, Yue Zeng b
, Ke Xu a,c
a Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China
b
LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China
c
School of Computer Science and Engineering, Beihang University, 100191, Beijing, China
",,,,,,,
49,WOS:000456228800001 (https://www.notion.so/WOS-000456228800001-1130ee199b1d81388991c7d24524c74c?pvs=21),High-order Hidden Markov Model for trend prediction in financial time series,Yue Zeng,China,LMIB & School of Mathematics and Systems Science,"LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China","Mengqi Zhang a,b
, Xin Jiang a,b,∗
, Zehua Fang b
, Yue Zeng b
, Ke Xu a,c
a Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China
b
LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China
c
School of Computer Science and Engineering, Beihang University, 100191, Beijing, China
",,,,,,,
49,WOS:000456228800001 (https://www.notion.so/WOS-000456228800001-1130ee199b1d81388991c7d24524c74c?pvs=21),High-order Hidden Markov Model for trend prediction in financial time series,Ke Xu,China," Beijing Advanced Innovation Center for Big Data and Brain Computing","Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China","Mengqi Zhang a,b
, Xin Jiang a,b,∗
, Zehua Fang b
, Yue Zeng b
, Ke Xu a,c
a Beijing Advanced Innovation Center for Big Data and Brain Computing (BDBC), China
b
LMIB & School of Mathematics and Systems Science, Beihang University, 100191, Beijing, China
c
School of Computer Science and Engineering, Beihang University, 100191, Beijing, China
",,School of Computer Science and Engineering,"School of Computer Science and Engineering, Beihang University, 100191, Beijing, China",,,,
50,WOS:000773704100006 (https://www.notion.so/WOS-000773704100006-1130ee199b1d81c69908d552130eb84a?pvs=21),Research on HMM-Based Efficient Stock Price Prediction,Zhi Su,China,School of Statistics and Mathematics,"School of Statistics and Mathematics, Central University of Finance and Economics, Beijing 100081, China","Zhi Su and Bo Yi
School of Statistics and Mathematics, Central University of Finance and Economics, Beijing 100081, China",,,,,,,
50,WOS:000773704100006 (https://www.notion.so/WOS-000773704100006-1130ee199b1d81c69908d552130eb84a?pvs=21),Research on HMM-Based Efficient Stock Price Prediction,Bo Yi,China,School of Statistics and Mathematics,"School of Statistics and Mathematics, Central University of Finance and Economics, Beijing 100081, China","Zhi Su and Bo Yi
School of Statistics and Mathematics, Central University of Finance and Economics, Beijing 100081, China",,,,,,,
51,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8887150 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-8887150-1130ee199b1d816bb159e92fb7e3fd0a?pvs=21),Multi-Layer Coupled Hidden Markov Model for Cross-Market Behavior Analysis and Trend Forecasting,WEI CAO,China,School of Economics,"School of Economics, Hefei University of Technology, Hefei 230009, China","WEI CAO 1
, WEIDONG ZHU 1
, AND YVES DEMAZEAU2
1School of Economics, Hefei University of Technology, Hefei 230009, China
2CNRS-LIG, Université Grenoble Alpes, BP 53-38041 Grenoble, France
",,,,,,,
51,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8887150 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-8887150-1130ee199b1d816bb159e92fb7e3fd0a?pvs=21),Multi-Layer Coupled Hidden Markov Model for Cross-Market Behavior Analysis and Trend Forecasting,WEIDONG ZHU,China,School of Economics,"School of Economics, Hefei University of Technology, Hefei 230009, China","WEI CAO 1
, WEIDONG ZHU 1
, AND YVES DEMAZEAU2
1School of Economics, Hefei University of Technology, Hefei 230009, China
2CNRS-LIG, Université Grenoble Alpes, BP 53-38041 Grenoble, France
",,,,,,,
51,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8887150 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-8887150-1130ee199b1d816bb159e92fb7e3fd0a?pvs=21),Multi-Layer Coupled Hidden Markov Model for Cross-Market Behavior Analysis and Trend Forecasting,YVES DEMAZEAU,France,CNRS-LIG,"CNRS-LIG, Université Grenoble Alpes, BP 53-38041 Grenoble, France","WEI CAO 1
, WEIDONG ZHU 1
, AND YVES DEMAZEAU2
1School of Economics, Hefei University of Technology, Hefei 230009, China
2CNRS-LIG, Université Grenoble Alpes, BP 53-38041 Grenoble, France
",,,,,,,
52,2-s2.0-79957931366 (https://www.notion.so/2-s2-0-79957931366-1310ee199b1d813ab703f20c3e7ecd39?pvs=21),Neural networks and investor sentiment measures for stock market trend prediction,SALIM LAHMIRI,Canada,Department of Computer Science,"Department of Computer Science, UQAM, Montreal, Canada","SALIM LAHMIRI
Department of Computer Science, UQAM, Montreal, Canada ",,,,,,,
53,WOS:000717914600001 (https://www.notion.so/WOS-000717914600001-10c0ee199b1d817c9ccdd78eec39e80c?pvs=21),Deep Nonlinear Ensemble Framework for Stock Index Forecasting and Uncertainty Analysis,Jujie Wang,China,School of Management Science and Engineering,"School of Management Science and Engineering, Nanjing
University of Information Science and Technology,
Nanjing 210044, China","Jujie Wang1
· Liu Feng2
· Yang Li2
· Junjie He3
· Chunchen Feng

Jujie Wang
mailto:jujiewang@126.com
1 School of Management Science and Engineering, Nanjing
University of Information Science and Technology,
Nanjing 210044, China
2 Changwang School of Honors, Nanjing University
of Information Science and Technology, Nanjing 210044,
China
3 School of Computer and Software, Nanjing University
of Information Science and Technology, Nanjing 210044,
China",,,,,,,
53,WOS:000717914600001 (https://www.notion.so/WOS-000717914600001-10c0ee199b1d817c9ccdd78eec39e80c?pvs=21),Deep Nonlinear Ensemble Framework for Stock Index Forecasting and Uncertainty Analysis," Liu Feng",China,"Changwang School of Honors,","Changwang School of Honors, Nanjing University
of Information Science and Technology, Nanjing 210044,
Chin","Jujie Wang1
· Liu Feng2
· Yang Li2
· Junjie He3
· Chunchen Feng

Jujie Wang
mailto:jujiewang@126.com
1 School of Management Science and Engineering, Nanjing
University of Information Science and Technology,
Nanjing 210044, China
2 Changwang School of Honors, Nanjing University
of Information Science and Technology, Nanjing 210044,
China
3 School of Computer and Software, Nanjing University
of Information Science and Technology, Nanjing 210044,
China",,,,,,,
53,WOS:000717914600001 (https://www.notion.so/WOS-000717914600001-10c0ee199b1d817c9ccdd78eec39e80c?pvs=21),Deep Nonlinear Ensemble Framework for Stock Index Forecasting and Uncertainty Analysis,Yang Li,China,"Changwang School of Honors,","Changwang School of Honors, Nanjing University
of Information Science and Technology, Nanjing 210044,
Chin","Jujie Wang1
· Liu Feng2
· Yang Li2
· Junjie He3
· Chunchen Feng

Jujie Wang
mailto:jujiewang@126.com
1 School of Management Science and Engineering, Nanjing
University of Information Science and Technology,
Nanjing 210044, China
2 Changwang School of Honors, Nanjing University
of Information Science and Technology, Nanjing 210044,
China
3 School of Computer and Software, Nanjing University
of Information Science and Technology, Nanjing 210044,
China",,,,,,,
